ticker,name,group,performance_today,performance_1w,performance_1m,performance_3m,performance_6m,performance_ytd
SEB,Seaboard Corp,Conglomerates,0.60102665,-0.6120813,-3.6457398,-10.531804,-12.845444,-3.4831557
SECZ,Securitize Corp,Software - Application,-2.9232643,-5.456702,47.86642,0,0,0
SEDG,Solaredge Technologies Inc,Solar,-0.1981319,0.14200512,14.5177,-39.25926,-31.838392,22.21837
SEI,Solaris Energy Infrastructure Inc,Oil & Gas Equipment & Services,0.83456063,-8.940446,-6.5939064,-25.651545,-0.30739364,34.04394
SEIC,SEI Investments Co,Asset Management,0.29381102,-1.2596809,0.3318479,18.313953,36.03291,29.017313
SENEA,Seneca Foods Corp,Packaged Foods,-3.5900187,-6.2464123,-5.192612,15.277511,27.671972,62.39718
SEPN,Septerna Inc,Biotechnology,-1.744627,2.3439558,-12.081448,7.437103,60.71133,39.38307
SEZL,Sezzle Inc,Credit Services,-2.0564284,1.6476011,-2.5454247,-27.076189,80,87.58566
SF,Stifel Financial Corp,Capital Markets,-1.4749262,-4.748915,-8.536731,4.460158,8.5488205,-7.9779587
SFBS,ServisFirst Bancshares Inc,Banks - Regional,0.07092199,0.66587394,-6.4840384,5.219985,17.079243,17.927288
SFD,Smithfield Foods Inc,Packaged Foods,-1.1324471,-2.1442494,-11.189739,-19.486769,-13.148788,-10.076131
SFL,SFL Corp Ltd,Marine Shipping,1.7638037,5.905826,6.330128,22.756706,28.088802,69.91037
SFM,Sprouts Farmers Market Inc,Grocery Stores,-2.1707284,0.47873068,-8.858561,-8.734004,-10.195599,-7.794653
SFNC,Simmons First National Corp,Banks - Regional,-0.21505377,1.2216405,-3.0910609,5.936073,22.49208,23.076923
SG,Sweetgreen Inc,Restaurants,-5.793103,1.6369047,16.156462,-23.857302,29.35606,1.0355029
SGHC,Super Group (SGHC) Limited,Gambling,-3.2397408,-3.655914,3.1465847,0.9009009,28.489483,12.468619
SGI,Somnigroup International Inc,"Furnishings, Fixtures & Appliances",-4.0369935,-4.1917048,0.55376095,-12.9560585,-9.044107,-26.780914
SGML,Sigma Lithium Corp,Other Industrial Metals & Mining,2.020202,-14.001892,-20.47244,-33.406593,0.49751243,-31.084154
SGP,SpyGlass Pharma Inc,Biotechnology,1.0467551,5.309091,12.335143,54.86631,11.384615,0
SGRY,Surgery Partners Inc,Medical Care Facilities,-2.7777777,-3.3286119,-4.9442897,-6.185567,15.677966,-11.650485
SHAK,Shake Shack Inc,Restaurants,-8.2506695,-7.5226154,-21.458418,-1.3710223,-33.50451,-28.212393
SHAZ,SharonAI Holdings Inc,Information Technology Services,-3.6987092,-11.911894,-34.9935,-46.073357,109.60168,0
SHBI,Shore Bancshares Inc,Banks - Regional,0.21258503,1.9022914,-0.2961083,7.331512,32.78873,33.31448
SHC,Sotera Health Co,Diagnostics & Research,2.4838014,3.5460992,0.9574468,19.974716,40.592594,7.5963717
SHEL,Shell Plc ADR,Oil & Gas Integrated,2.5920167,3.504184,8.000437,25.555132,9.409554,34.662495
SHG,Shinhan Financial Group Co Ltd ADR,Banks - Regional,-1.7596005,1.1259332,8.838251,23.975994,33.878807,54.07421
SHLS,Shoals Technologies Group Inc,Solar,0.14184397,0,-14.216282,-32.24568,15.737705,-16.941177
SHO,Sunstone Hotel Investors Inc,REIT - Hotel & Motel,0.18198362,0.18198362,1.1019284,-7.556675,23.986486,23.154362
SHOO,Steven Madden Ltd,Footwear & Accessories,-4.4402456,-6.9028993,-13.175965,-8.440824,27.112787,-2.8338137
SHOP,Shopify Inc,Software - Application,-3.0099335,2.4213266,-12.64043,19.301792,11.200548,-19.326582
SHW,Sherwin-Williams Co,Specialty Chemicals,-0.39445302,0.8046407,-7.6435122,0.7575049,6.487003,-0.24997686
SIBN,SI-BONE Inc,Medical Devices,-0.80213904,0.76045626,-0.7490637,17.108585,45.035183,-5.933063
SID,Companhia Siderurgica Nacional ADR,Steel,1.6949153,-9.774436,33.31852,16.504854,5.263158,-25
SIFY,Sify Technologies Limited ADR,Telecom Services,0.81120944,-4.4055943,-11.806452,-10.065789,-1.5838733,12.141099
SIG,Signet Jewelers Ltd,Luxury Goods,-0.87344915,-2.5468385,15.979561,13.192792,12.150477,20.499517
SIGI,Selective Insurance Group Inc,Insurance - Property & Casualty,-0.08946545,-0.86551267,-2.9967427,-3.2174196,20.664505,6.7766223
SII,Sprott Inc,Asset Management,-3.6148238,-2.3091133,4.092512,3.8030589,-5.5443926,29.616013
SIM,Grupo Simec SAB de CV ADR,Steel,0,0,0,0,0,-10.991234
SIMO,Silicon Motion Technology Corp ADR,Semiconductors,1.0092479,-13.863882,-12.284562,-25.635765,93.27731,158.03668
SIND,Sinda Ltd,Other Precious Metals & Mining,-6.11581,-13.124623,-13.541042,0,0,0
SIRI,Sirius XM Holdings Inc,Entertainment,0.5107252,3.433777,1.3562232,5.315733,34.242836,47.63691
SITE,SiteOne Landscape Supply Inc,Industrial Distribution,-1.9476159,-10.438605,-8.4161005,-20.48652,-31.267164,-29.672447
SITM,SiTime Corp,Semiconductors,-1.4256291,-6.6930003,-26.559832,-24.504827,69.18419,55.83397
SJM,J.M. Smucker Co,Packaged Foods,0.3297609,-1.3056524,3.2843928,9.778098,22.471571,24.424906
SKE,Skeena Resources Ltd,Other Industrial Metals & Mining,0.09807126,-7.07132,-4.7589426,6.6898956,16.558813,29.034977
SKHY,SK Hynix Inc ADR,Semiconductors,-0.45550305,-11.982078,2.0130703,0,0,0
SKM,SK Telecom Co Ltd ADR,Telecom Services,-2.0099118,-4.6355844,-10.935936,-1.7122341,25.140648,73.356064
SKT,Tanger Inc,REIT - Retail,-0.43992302,-1.4157364,-5.727675,-7.462305,6.31239,8.510638
SKWD,Skyward Specialty Insurance Group Inc,Insurance - Property & Casualty,-0.8997429,2.6175687,0.44293904,14.369066,40.147842,13.1383295
SKY,Champion Homes Inc,Residential Construction,1.0506208,1.6086434,-9.194292,1.5598752,16.680452,0.16568047
SKYH,Sky Harbour Group Corp,Real Estate - Development,-1.4792899,-3.1037827,-2.8210118,4.716981,5.714286,11.371238
SKYW,Skywest Inc,Airlines,-1.1021838,-0.052050803,-9.081439,3.6489258,9.238821,-4.382034
SLAB,Silicon Laboratories Inc,Semiconductors,0.31466618,0.06823765,0.31009167,0.100113764,6.652121,68.30145
SLB,SLB Ltd,Oil & Gas Equipment & Services,1.6504126,-4.995618,0.63126624,12.705344,16.234184,41.219383
SLBT,SL Science Holding Ltd,Biotechnology,-7.729469,-26.819923,-30.797102,-67.01209,0,0
SLDB,Solid Biosciences Inc,Biotechnology,-4.2334094,-12.264151,-8.021978,0.48019207,19.061167,48.404255
SLDE,Slide Insurance Holdings Inc,Insurance - Property & Casualty,0.9531071,7.1630917,22.592592,59.710495,61.759315,35.93429
SLF,Sun Life Financial Inc,Insurance - Diversified,0.37392497,2.6121304,-0.22302069,2.0012667,29.740616,29.054487
SLG,SL Green Realty Corp,REIT - Office,-0.32704887,-1.1825291,-7.663518,2.47231,38.233727,12.94964
SLGN,Silgan Holdings Inc,Packaging & Containers,-1.5889287,0.1303781,-7.847372,-7.803121,0.89332634,-4.8798614
SLM,SLM Corp,Credit Services,-0.9469697,0.22997317,-4.1422286,13.547546,32.53928,-3.3628972
SLN,Silence Therapeutics Plc ADR,Biotechnology,-4.5941806,-8.04428,-13.170732,79.79798,101.94489,104.93421
SLS,SELLAS Life Sciences Group Inc,Biotechnology,-3.7100213,-19.0681,-13.153846,40.248447,137.18488,199.4695
SLSR,Solaris Resources Inc,Other Precious Metals & Mining,-3.0013642,-16.15566,-11.346633,-20.558659,-8.846154,-10.790464
SLVM,Sylvamo Corp,Paper & Paper Products,-1.0212766,-1.5519187,-4.2272854,-12.027231,-5.982215,-27.53894
SM,SM Energy Co,Oil & Gas E&P,5.7904177,8.715114,16.375423,52.137066,37.450066,120.80214
SMA,Smartstop Self Storage REIT Inc,REIT - Industrial,-0.3725551,0.5010961,-5.8944283,-1.8053856,5.872649,3.7168713
SMBC,Southern Missouri Bancorp Inc,Banks - Regional,0.25920874,0.9200769,-3.745907,1.3515377,19.16653,24.306496
SMBK,SmartFinancial Inc,Banks - Regional,0.3840246,2.7717712,0.59649795,17.088467,40.499866,41.335495
SMCI,Super Micro Computer Inc,Computer Hardware,-2.9940119,-8.451066,-6.8965516,16.24266,73.59961,21.762897
SMFG,Sumitomo Mitsui Financial Group Inc ADR,Banks - Diversified,-1.688693,1.786393,2.057927,6.14348,40.356396,38.541126
SMG,Scotts Miracle-Gro Company,Agricultural Inputs,0.321946,-1.4235501,-5.2533784,-13.294172,-9.924522,-3.8731792
SMMT,Summit Therapeutics Inc,Biotechnology,-5.5374594,-0.7981756,36.150234,26.545454,12.185687,-0.5145798
SMP,Standard Motor Products Inc,Auto Parts,-1.8039216,-4.2081103,-3.0959752,-4.69424,8.242075,1.92673
SMPL,Simply Good Foods Co,Packaged Foods,-1.1066399,-5.3897977,-9.317343,-22.169437,-30.431705,-51.04582
SMR,NuScale Power Corp,Specialty Industrial Machinery,-0.9400705,-22.016651,-8.269858,-28.194208,-26.31119,-40.508114
SMTC,Semtech Corp,Semiconductors,2.6249576,-7.94803,-2.1462846,-4.6261773,105.040764,104.79034
SN,SharkNinja Inc,"Furnishings, Fixtures & Appliances",-1.4915694,-1.3053751,-9.002287,18.63817,70.413055,49.320824
SNA,Snap-on Inc,Tools & Accessories,-0.7835248,-0.6888877,-6.5799313,-3.2098129,5.021014,8.7695875
SNAP,Snap Inc,Internet Content & Information,-0.17123288,9.792844,12.548263,25.107296,30.133928,-27.757126
SNDA,Sonida Senior Living Inc,Medical Care Facilities,-0.35149384,0.30326006,1.6910069,10.372636,24.889868,21.711132
SNDK,Sandisk Corp,Computer Hardware,-1.3592227,-13.222932,-14.324369,-29.928139,115.70712,544.9132
SNDR,Schneider National Inc,Trucking,0.4980955,1.6296296,-5.795111,-3.867713,44.42105,29.2876
SNDX,Syndax Pharmaceuticals Inc,Biotechnology,-1.4168937,-8.820564,-8.451417,-4.7894735,-25.340487,-13.898144
SNEX,StoneX Group Inc,Capital Markets,-2.436889,-3.576579,-2.2657506,-27.854086,43.901924,58.136234
SNN,Smith & Nephew plc ADR,Medical Devices,-1.3732394,0.7553957,-5.6266847,-6.881649,-12.30432,-14.629686
SNOW,Snowflake Inc,Software - Application,-2.819317,-2.5642574,-2.1598861,39.041714,92.22712,47.23742
SNPS,Synopsys Inc,Software - Infrastructure,-3.599612,-6.4900055,-11.0159235,-19.277294,-12.519033,-21.719322
SNX,TD Synnex Corp,Electronics & Computer Distribution,0.5208333,1.6458197,-0.53054416,-7.759348,71.813835,74.718765
SNY,Sanofi ADR,Drug Manufacturers - General,-2.146319,-1.0501751,-4.5260077,0.04719207,-4.9327354,-12.505158
SO,Southern Company,Utilities - Regulated Electric,-1.2068965,-2.7054563,-6.86965,-7.6699967,-7.966592,-1.4334862
SOBO,South Bow Corp,Oil & Gas Midstream,-0.33585224,-4.4026847,-2.917121,-0.7248397,6.362007,29.632326
SOC,Sable Offshore Corp,Oil & Gas Drilling,2.9045644,0.8130081,23.383085,-50.988144,-69.53317,-45.011086
SOFI,SoFi Technologies Inc,Credit Services,-3.286119,-1.5002885,-6.7722554,-4.6901174,1.0059172,-34.797554
SOLS,Solstice Advanced Materials Inc,Specialty Chemicals,-1.0730356,-9.642744,-8.617106,-33.20089,-14.750186,17.661589
SOLV,Solventum Corp,Medical Instruments & Supplies,0.26720107,0.033322226,3.731859,19.395466,36.910915,13.65472
SON,Sonoco Products Co,Packaging & Containers,-0.08278146,-0.22731969,-14.92511,-4.7355957,-4.716795,10.632447
SONO,Sonos Inc,Consumer Electronics,0.5134788,7.628866,1.3592232,6.6757493,19.359756,-10.820045
SONY,Sony Group Corp ADR,Consumer Electronics,-2.2476501,2.0477815,0.92827004,17.658632,18.298714,-6.5625
SOUN,SoundHound AI Inc,Software - Application,-4.9459043,-5.0925927,-12.642045,-13.623595,-6.10687,-38.314945
SPB,Spectrum Brands Holdings Inc,Household & Personal Products,0.24575776,0.011675423,-2.4928856,2.0126235,22.827646,44.989845
SPCX,Space Exploration Technologies Corp,Aerospace & Defense,-3.1454606,-2.7516096,-1.8737605,-22.437838,555.33716,558.6612
SPFI,South Plains Financial Inc,Banks - Regional,0.24841915,-1.3555555,-2.1168687,9.01277,8.374023,14.407216
SPG,Simon Property Group Inc,REIT - Retail,-0.42445236,-0.21023811,-7.9261966,-3.4211895,10.611316,10.258765
SPGI,S&P Global Inc,Financial Data & Stock Exchanges,-1.4383333,-1.395927,0.48473924,0.3893702,-2.8061163,-21.0624
SPH,Suburban Propane Partners LP,Utilities - Regulated Gas,-0.17720024,-2.9850745,-3.373356,2.1148036,-15.920398,-8.845739
SPHR,Sphere Entertainment Co,Entertainment,-2.2252374,2.2562792,-16.013987,-8.396364,34.15247,51.577618
SPNT,SiriusPoint Ltd,Insurance - Reinsurance,0.20308693,1.6900247,5.2025585,8.391915,21.050049,12.6998625
SPOT,Spotify Technology SA,Internet Content & Information,0.35052398,6.7418737,13.359189,19.265938,17.64235,-3.8659573
SPSC,SPS Commerce Inc,Software - Application,-1.2465374,4.772553,7.562639,54.329006,41.492664,-8.005161
SPTX,Seaport Therapeutics Inc,Biotechnology,-7.044534,5.5632186,-5.9016395,26.362135,0,0
SPXC,SPX Technologies Inc,Building Products & Equipment,-2.6639009,-7.4819694,-18.067362,-26.612339,-4.5296354,-10.871738
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Closed-End Fund - Equity,-2.8391168,-2.4287224,-3.6998436,1.9305019,14.782609,2.4390244
SQM,Sociedad Quimica Y Minera de Chile SA ADR,Specialty Chemicals,-0.6310053,-8.1765175,-7.7363515,-13.0505705,-2.6278808,0.7122093
SR,Spire Inc,Utilities - Regulated Gas,-1.4011799,-1.7152659,-2.5154939,4.1142116,-9.294436,-2.9987907
SRAD,Sportradar Group AG,Software - Application,0.8333333,3.7412314,1.3709064,-11.620186,-32.126465,-44.005047
SRCE,1st Source Corp,Banks - Regional,-0.1945748,1.4897579,-0.7963595,13.379274,31.722054,39.542328
SRE,Sempra,Utilities - Diversified,-2.1568863,-4.481826,-5.5154757,-10.464219,-11.46969,-8.0303545
SRPT,Sarepta Therapeutics Inc,Biotechnology,-0.9560229,-5.9037237,13.971397,18.197376,24.146194,-3.717472
SRRK,Scholar Rock Holding Corp,Biotechnology,-3.5679846,-8.45844,-3.9385207,5.6412425,12.007169,13.507378
SSB,SouthState Bank Corp,Banks - Regional,-0.34869474,0.37019458,-4.58401,9.541076,17.921267,12.357879
SSD,Simpson Manufacturing Co Inc,Lumber & Wood Production,0.83920974,-2.0326123,-11.669815,-13.545518,3.5983715,7.1592245
SSL,Sasol Ltd ADR,Specialty Chemicals,4.206897,3.6351166,29.035013,40.297123,23.34694,132.10446
SSMR,Sunshine Silver Mining & Refining Co,Other Industrial Metals & Mining,-3.3694344,-10.178971,0.375,17.311907,0,0
SSNC,SS&C Technologies Holdings Inc,Software - Application,0.08618567,2.4577765,1.867168,24.258636,13.883441,-7.0121255
SSRM,SSR Mining Inc,Gold,1.2352772,-6.2765956,7.5045757,13.861066,53.284035,60.766422
ST,Sensata Technologies Holding Plc,Scientific & Technical Instruments,0.62832284,-0.92790866,-9.320558,-17.756271,25.497288,25.082607
STAA,Staar Surgical Co,Medical Instruments & Supplies,-2.709146,-4.974598,-6.8285594,-22.92239,28.110731,-2.793417
STAG,STAG Industrial Inc,REIT - Industrial,0.45970795,-0.08068854,0.95108694,-1.7195767,1.3919214,1.0609359
STBA,S & T Bancorp Inc,Banks - Regional,0.05937067,1.8738666,-0.8627451,7.94193,26.653307,28.487928
STC,Stewart Information Services Corp,Insurance - Property & Casualty,-1.5816175,-1.5375429,-3.0997503,-0.7523322,14.932915,-6.1201253
STDN,Standard Nuclear Inc,Specialty Chemicals,0.4882018,-5.291411,-7.212622,0,0,0
STE,Steris Plc,Medical Devices,-1.5819527,-2.2362733,-8.474429,3.785598,-4.431214,-17.055853
STEP,StepStone Group Inc,Asset Management,-3.8902936,-1.0612736,2.3405137,9.314159,5.735074,-23.001402
STEW,SRH Total Return Fund Inc,Closed-End Fund - Equity,-0.10934937,0.4950495,-0.76045626,3.8068182,8.234597,-1.4563106
STGW,Stagwell Inc,Advertising Agencies,-1.25,1.9953052,-0.11494253,29.508196,42.92763,77.70961
STK,Columbia Seligman Premium Technology Growth Fund Inc,Closed-End Fund - Equity,0.7972001,-0.5944391,-2.6296017,-4.371887,34.85952,40.907856
STLA,Stellantis N.V,Auto Manufacturers,-2.851711,-3.4026465,-0.1953125,-19.40063,-19.273302,-53.076218
STLD,Steel Dynamics Inc,Steel,1.9997442,-0.6107441,-7.3365355,-4.2775397,45.91034,41.17439
STM,ST Microelectronics,Semiconductors,0.29300964,-7.041707,-14.106471,-38.869755,55.281918,84.734
STN,Stantec Inc,Engineering & Construction,0.24137442,0.113442995,-4.94143,4.2990103,-18.550993,-25.18016
STNE,StoneCo Ltd,Software - Infrastructure,-2.6183283,-1.5274949,4.314995,-8.687441,-27.565542,-34.617985
STNG,Scorpio Tankers Inc,Oil & Gas Midstream,0.31593728,3.2145438,6.7222705,6.391164,26.11062,68.66024
STOK,Stoke Therapeutics Inc,Biotechnology,-4.8986487,-5.9157753,-12.387177,-9.193548,-15.995225,-11.310649
STRA,Strategic Education Inc,Education & Training Services,0.47141302,1.7629775,3.0115256,10.341166,2.9732409,3.6408978
STRC,Strategy Inc - VR PRF PERPETUAL USD 100 - Ser A,Software - Application,-1.7895056,-0.7256004,2.9461637,9.651202,-2.420894,-1.675186
STRL,Sterling Infrastructure Inc,Engineering & Construction,-2.9289234,-7.2967787,-23.989468,-46.742004,14.294963,49.89387
STRW,Strawberry Fields Reit Inc,REIT - Healthcare Facilities,-0.14336918,0.14378145,2.4264705,4.4227886,11.44,6.335878
STT,State Street Corp,Asset Management,-1.6103317,-3.5228517,-4.097596,9.993464,51.783226,43.500504
STUB,Stubhub Holdings Inc,Internet Content & Information,-3.4482758,-2.1630616,-17.41573,-49.657536,-11.9760475,-56.54102
STVN,Stevanato Group Spa,Medical Instruments & Supplies,1.0318949,6.422925,1.3170273,22.805017,47.53425,7.057654
STWD,Starwood Property Trust Inc,REIT - Mortgage,-1.5544041,-4.221802,-6.4039407,-8.982036,-11.007026,-15.602443
STX,Seagate Technology Holdings Plc,Computer Hardware,-4.1884427,-12.880396,-22.414782,-27.883726,87.68329,180.26073
STZ,Constellation Brands Inc,Beverages - Brewers,-1.104,1.7030029,-5.3155637,-12.438023,-17.377356,-10.394318
SU,Suncor Energy Inc,Oil & Gas Integrated,4.5838184,4.129238,7.8157816,29.893368,12.808037,62.015327
SUI,Sun Communities Inc,REIT - Residential,-0.7709251,0.9393313,-3.4854977,-1.1227418,-10.203925,-5.4717135
SUN,Sunoco LP,Oil & Gas Refining & Marketing,1.0615443,2.8024168,6.6835647,25.937008,23.543951,52.585384
SUNB,Sunbelt Rentals Holdings Inc,Rental & Leasing Services,-1.6014235,-2.083901,-13.531393,-16.465258,12.170385,0
SUNC,SunocoCorp LLC,Oil & Gas Midstream,0.4447739,-1.3109978,7.7391996,28.883957,34.114155,64.97565
SUPN,Supernus Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,-0.5061461,-1.8778226,-14.481044,-6.9851284,-13.56784,-16.94165
SUZ,Suzano SA ADR,Paper & Paper Products,0.32608697,-0.43149945,17.430025,10.011919,-1.9128586,-1.1777302
SVC,Service Properties Trust,REIT - Hotel & Motel,-0.29985008,-6.469761,-17.799753,-21.301775,-25.698324,-27.717392
SVM,Silvercorp Metals Inc,Silver,-0.34965035,-9.163346,-4.3624163,0.7067138,24.863089,36.690647
SVRA,Savara Inc,Biotechnology,-1.4981273,-2.8624191,-2.048417,-4.3636365,6.048387,-12.769485
SVV,Savers Value Village Inc,Specialty Retail,-5.882353,-5.6910567,-12.121212,-8.571428,18.670076,-0.6423983
SW,Smurfit WestRock plc,Packaging & Containers,-0.09142857,3.5781991,-8.575612,-1.1085973,20.712511,13.03336
SWK,Stanley Black & Decker Inc,Tools & Accessories,-0.34874564,-3.3813264,-11.055326,2.1095102,31.65874,19.25148
SWKS,Skyworks Solutions Inc,Semiconductors,13.550341,17.585577,32.880554,24.223602,65.31962,41.93345
SWX,Southwest Gas Holdings Inc,Utilities - Regulated Gas,0.4861111,-1.1837014,-4.86522,-1.8761302,3.8765254,8.497875
SXC,SunCoke Energy Inc,Coking Coal,-0.8385744,-7.163886,-0.5257624,9.490741,57.404327,31.38889
SXI,Standex International Corp,Specialty Industrial Machinery,-0.90958565,-5.5432043,-22.035662,-19.116667,1.2793008,17.323269
SXT,Sensient Technologies Corp,Specialty Chemicals,0.07111814,-4.832043,-5.103035,11.596757,52.651882,34.795105
SYBT,Stock Yards Bancorp Inc,Banks - Regional,0.7705692,4.6193547,-3.7968676,10.7953,29.128841,24.834488
SYF,Synchrony Financial,Credit Services,0.23721665,-1.667744,-5.8080497,1.0629816,14.911618,-8.833753
SYK,Stryker Corp,Medical Devices,-0.13126619,2.2186718,-15.12904,-8.54451,-16.137873,-19.907816
SYM,Symbotic Inc,Specialty Industrial Machinery,2.8125,0.35194746,0.9917355,2.615163,-14.664804,-28.117647
SYNA,Synaptics Inc,Semiconductors,2.377446,3.6090705,-11.991319,-30.924835,37.01253,31.47798
SYRE,Spyre Therapeutics Inc,Biotechnology,0.16519824,4.6244106,-13.049713,2.954494,120.48485,177.62515
SYY,Sysco Corp,Food Distribution,-4.7163033,-2.4151037,-2.748931,1.1435832,-2.1271365,8.020084
T,AT&T Inc,Telecom Services,0.7921539,6.2425447,8.265802,21.399364,-5.6163898,7.568438
TAC,Transalta Corp,Utilities - Independent Power Producers,-2.4597116,-6.8825912,-9.520063,-16.302765,-2.37691,-9.018988
TAK,Takeda Pharmaceutical Co ADR,Drug Manufacturers - Specialty & Generic,0.53763443,2.6908293,7.594937,19.641714,4.879417,19.948685
TAL,TAL Education Group ADR,Education & Training Services,0.8583691,2.7097902,0.59931505,27.856365,2.79965,7.6993585
TALO,Talos Energy Inc,Oil & Gas E&P,3.7938845,4.683038,11.700183,33.115467,18.410852,66.33394
TAP,Molson Coors Beverage Company,Beverages - Brewers,0.48618218,2.0530145,-3.6082475,-0.32994923,-5.1449275,-15.874036
TARS,Tarsus Pharmaceuticals Inc,Biotechnology,-2.1513445,-5.4850793,10.783828,23.860039,21.26802,-4.457743
TASK,TaskUs Inc,Information Technology Services,0.36407766,9.247027,15.020863,68.43177,-20.327553,-29.85581
TBBB,BBB Foods Inc,Discount Stores,-1.2827989,-1.6840882,4.8297215,20.64133,56.325024,52.111412
TBBK,Bancorp Inc,Banks - Regional,-0.3981684,0,-26.717445,-10.931102,-4.904011,-25.903437
TBLA,Taboola.com Ltd,Internet Content & Information,-1.5345268,3.7735848,-1.0282776,-18.085106,24.193548,-16.4859
TBN,Tamboran Resources Corp,Oil & Gas E&P,6.947032,2.7621484,7.5769744,14.767209,25.877193,47.557842
TBPH,Theravance Biopharma Inc,Biotechnology,0.058719907,-0.11723329,0.7092199,2.774427,18.911375,-8.925708
TCBI,Texas Capital Bancshares Inc,Banks - Regional,-0.68061763,0.21525215,-3.284202,-1.3122035,6.2948465,7.9854207
TCBK,Trico Bancshares,Banks - Regional,0.33557048,0.5229735,-6.3348417,4.7081714,16.796875,13.616213
TCBX,Third Coast Bancshares Inc,Banks - Regional,-0.30850595,0.7572383,-0.9198423,16.02975,22.072315,19.02131
TCOM,Trip.com Group Ltd ADR,Travel Services,0.43500513,0.15310028,-12.486065,-12.971175,-23.129652,-45.417885
TD,Toronto Dominion Bank,Banks - Diversified,0.4465393,1.9556824,-2.3081872,1.8274792,32.046963,28.949045
TDAY,USA TODAY Co Inc,Publishing,-0.15174507,4.6104927,-8.228731,-16.497461,2.173913,27.76699
TDC,Teradata Corp,Software - Infrastructure,0.0680967,5.4917445,6.756266,-4.8251295,9.541558,-3.4494088
TDG,Transdigm Group Incorporated,Aerospace & Defense,-2.3595688,-3.6138155,-12.345899,-18.31726,-7.847018,-18.411852
TDOC,Teladoc Health Inc,Health Information Services,1.2307693,7.8688526,0.6116208,-18.463446,22.990654,-6
TDS,Telephone And Data Systems Inc,Telecom Services,0.318218,-0.15835312,9.588644,-4.445567,-7.754206,-7.731707
TDTH,Trident Digital Tech Holdings Ltd,Information Technology Services,-2.0408163,-1.1764706,-12.953368,-21.12676,-73.20574,-81.339554
TDW,Tidewater Inc,Oil & Gas Equipment & Services,3.623843,-1.3753089,-2.3198893,41.93598,26.641832,81.72639
TDY,Teledyne Technologies Inc,Scientific & Technical Instruments,0.23446266,0.5510475,-11.62904,-3.4006908,-2.8676686,17.187164
TE,T1 Energy Inc,Electrical Equipment & Parts,-1.6018307,-12.423625,-11.885246,-54.010696,-34.848484,-35.628742
TEAM,Atlassian Corp,Software - Application,-1.5355086,6.790818,19.874952,129.46083,157.4393,17.065498
TECH,Bio-Techne Corp,Biotechnology,0.096859,0.12456747,-0.06907032,24.853296,40.52059,23.006292
TECK,Teck Resources Ltd,Copper,-2.4150944,-8.089281,-0.29302898,0.45059043,42.526455,34.99687
TEL,TE Connectivity plc,Electronic Components,-0.95884347,-1.5927302,-7.341982,-7.452674,2.8492646,-11.467628
TEM,Tempus AI Inc,Health Information Services,10.673525,12.353133,33.326878,35.424862,46.61414,16.596106
TEN,Tsakos Energy Navigation Limited,Oil & Gas Midstream,3.0028214,15.320397,21.228653,33.481327,43.245514,127.9661
TENB,Tenable Holdings Inc,Software - Infrastructure,8.580388,13.127413,7.934259,41.756607,91.985886,61.878452
TEO,Telecom Argentina SA ADR,Telecom Services,1.0144928,6.9018407,4.6546545,1.3818182,24.464285,20.068907
TER,Teradyne Inc,Semiconductor Equipment & Materials,1.1087484,-13.25028,-24.888298,-23.992968,14.448303,71.96218
TEVA,Teva- Pharmaceutical Industries Ltd,Drug Manufacturers - Specialty & Generic,1.3688016,6.51289,7.6522217,24.682339,36.616776,25.760975
TEX,Terex Corp,Farm & Heavy Construction Machinery,-0.5453306,-5.7189016,-13.335314,-12.66088,2.0636587,9.329337
TFC,Truist Financial Corp,Banks - Regional,0.7185629,0.6181456,-3.9406054,4.4072003,14.266304,2.5401342
TFII,TFI International Inc,Trucking,1.1458491,0.97727275,-8.460958,-8.328749,34.4598,28.96952
TFIN,Triumph Financial Inc,Banks - Regional,-2.0735583,-2.2806222,-16.816662,-10.226169,15.124556,3.3051252
TFPM,Triple Flag Precious Metals Corp,Other Precious Metals & Mining,-0.12266176,-3.9233038,2.9393172,8.3860235,6.612111,-1.9566526
TFSL,TFS Financial Corp,Banks - Regional,-0.23378141,0.17605634,-2.4850042,3.9585872,27.483196,27.578476
TFX,Teleflex Incorporated,Medical Instruments & Supplies,-0.98234844,-4.936634,-3.043511,1.5905511,22.398254,5.719436
TGB,Trekor Metals Ltd,Copper,1.7857143,-10.638298,-9.007981,11.764706,39.267017,40.9894
TGLS,Tecnoglass Holdings Inc,Building Materials,-1.6054422,-8.893928,-11.198428,-21.340004,-10.7601185,-28.139904
TGS,Transportadora de Gas del Sur ADR,Oil & Gas Integrated,0.27027026,-0.50284946,4.876325,-6.075949,-8.676923,-4.53522
TGT,Target Corp,Discount Stores,-2.7095149,-1.9807009,2.2448845,18.096987,36.3235,57.953964
TGTX,TG Therapeutics Inc,Biotechnology,-1.7777778,-2.9460201,7.62987,-0.33821872,76.38843,77.92687
TH,Target Hospitality Corp,Specialty Business Services,1.0781671,-2.34375,3.7631433,-6.9940476,107.6412,134.0824
THC,Tenet Healthcare Corp,Medical Care Facilities,-1.3836906,-3.05857,-1.4023284,51.15605,30.197155,31.265097
THFF,First Financial Corp,Banks - Regional,-0.12787724,1.1003237,-4.3009434,6.88381,29.11225,29.261833
